PARCEL_ID	FULLTEXT	TYPE	TOWN	PLAT	BLOCK	LOT	BLM	RANGE	TOWNSHIP	SECTION	PART	DESCRIP	AREA
6998	West/2 Southwest Southeast S26 T7 North R8 West 4th PM: 	plss					4th PM	8 West	7 North	26	West/2 Southwest Southeast		
6999	Nauvoo:Nauvoo:121:4::Commence 50 feet East of Southwest corner said Lot; West 96 feet; South to beginning.	town	Nauvoo	Nauvoo	121	4						Commence 50 feet East of Southwest corner said Lot; West 96 feet; South to beginning.	
7000	Nauvoo:Commerce:16:2, 3, 6, and 7::	town	Nauvoo	Commerce	16	2, 3, 6, and 7							
7001	Nauvoo:Kimball:2:72::Beginning West line said Lot; 8 Rods South from center Young Street; South 8 Rods; East 10 Rods; North 8 Rods; West 10 Rods to beginning.	town	Nauvoo	Kimball	2	72						Beginning West line said Lot; 8 Rods South from center Young Street; South 8 Rods; East 10 Rods; North 8 Rods; West 10 Rods to beginning.	
7002	Nauvoo:Commerce:16:2, 3, 6, and 7::	town	Nauvoo	Commerce	16	2, 3, 6, and 7							
7003	Northwest fractional quarter S30 T6 North R7 West 4th PM: And so much of Southwest/4 Section 30 as lies on the North side of Carthage and Nauvoo turnpike Road.	plss					4th PM	7 West	6 North	30	Northwest fractional quarter	And so much of Southwest/4 Section 30 as lies on the North side of Carthage and Nauvoo turnpike Road.	20
7004	South side Southwest/4 S31 T6 North R7 West 4th PM: 	plss					4th PM	7 West	6 North	31	South side Southwest/4		14
7005	Southwest/4 and Southeast/4 S18 T6 North R7 West 4th PM: 	plss					4th PM	7 West	6 North	18	Southwest/4 and Southeast/4		
7006	West/2 Southeast/4 S13 T6 North R8 West 4th PM: 	plss					4th PM	8 West	6 North	13	West/2 Southeast/4		
7007	North/2 West/2 Southwest/4 S32 T6 North R8 West 4th PM: A timber Lot.	plss					4th PM	8 West	6 North	32	North/2 West/2 Southwest/4	A timber Lot.	40
7008	Southwest/4 S32 T7 North R8 West 4th PM: 2 pieces of land: Beginning Northwest corner said Lot; South 14 Rods; East 17 Rods; North 14 Rods; West 17 Rods to beginning (1.5 Acres). Beginning Northwest corner Lot that was owned by Ezekiel Kellogg; West 17 Rods; South 14 Rods; East 17 Rods; North 14 Rods to beginning (1.5 Acres).	plss					4th PM	8 West	7 North	32	Southwest/4	2 pieces of land: Beginning Northwest corner said Lot; South 14 Rods; East 17 Rods; North 14 Rods; West 17 Rods to beginning (1.5 Acres). Beginning Northwest corner Lot that was owned by Ezekiel Kellogg; West 17 Rods; South 14 Rods; East 17 Rods; North 14 Rods to beginning (1.5 Acres).	3
7009	Nauvoo:Kimball:3:3::Beginning center White Street on East boundary said Lot; North 12 ½ Rods; West to center Robinson Street about 7 Rods; South 12 ½ Rods to center White Street; East about 7 Rods to beginning.	town	Nauvoo	Kimball	3	3						Beginning center White Street on East boundary said Lot; North 12 ½ Rods; West to center Robinson Street about 7 Rods; South 12 ½ Rods to center White Street; East about 7 Rods to beginning.	
7010	Northwest fractional quarter S2 T7 North R7 West 4th PM: 	plss					4th PM	7 West	7 North	2	Northwest fractional quarter		133.93
7011	Nauvoo:Nauvoo:117:4::	town	Nauvoo	Nauvoo	117	4							
7012	Nauvoo:Nauvoo:31:4::	town	Nauvoo	Nauvoo	31	4							
7013	Nauvoo:Nauvoo:20:1 ::	town	Nauvoo	Nauvoo	20	1 							
7014	West/2 Northeast/4 Northeast/4 S31 T6 North R5 West 4th PM: 	plss					4th PM	5 West	6 North	31	West/2 Northeast/4 Northeast/4		
7015	Nauvoo:Nauvoo:148:1 and 4::Commence Northwest corner on Sidney Street Lot 1; 33 feet East/West by 11 Rods North/South; Commence Northeast corner Lot 4; North/South 40 feet by 198 feet East/West.	town	Nauvoo	Nauvoo	148	1 and 4						Commence Northwest corner on Sidney Street Lot 1; 33 feet East/West by 11 Rods North/South; Commence Northeast corner Lot 4; North/South 40 feet by 198 feet East/West.	
7016	North/2 Northwest/4 Southeast/4  S34 T7 North R6 West 4th PM: 	plss					4th PM	6 West	7 North	34	North/2 Northwest/4 Southeast/4 		20
7017	South/2 Northwest/4 Southeast/4  S34 T7 North R6 West 4th PM: 	plss					4th PM	6 West	7 North	34	South/2 Northwest/4 Southeast/4 		20
7018	Nauvoo:Kimball:6:25::	town	Nauvoo	Kimball	6	25							
7019	Nauvoo:Nauvoo:107:2::	town	Nauvoo	Nauvoo	107	2							
7020	Nauvoo:Nauvoo:107:2::	town	Nauvoo	Nauvoo	107	2							
7021	Nauvoo:Kimball:6:25::	town	Nauvoo	Kimball	6	25							
7022	Nauvoo:Kimball:6:25:Part North/2:cornering Southeast with John E. Royce land and East boundary Lot 25; West with Royce line to center Warsaw Street; North to center Kimball Street; East to East line; South to beginning.	town	Nauvoo	Kimball	6	25					Part North/2	cornering Southeast with John E. Royce land and East boundary Lot 25; West with Royce line to center Warsaw Street; North to center Kimball Street; East to East line; South to beginning.	
7023	Nauvoo:Kimball:6:25::Cornering with William J. Steward at center Warsaw Street; running East to East boundary; South to center Kimball Street cornering with John D. Lee; West with Lee line on center Kimball Street to center Warsaw Street; North 105 links to beginning.	town	Nauvoo	Kimball	6	25						Cornering with William J. Steward at center Warsaw Street; running East to East boundary; South to center Kimball Street cornering with John D. Lee; West with Lee line on center Kimball Street to center Warsaw Street; North 105 links to beginning.	
7024	Nauvoo:Kimball:6:25::Commence 337 1/4 links South from Northeast corner Lot 25; South 90 links; West 321 links; North 90 links; East 321 links to beginning.	town	Nauvoo	Kimball	6	25						Commence 337 1/4 links South from Northeast corner Lot 25; South 90 links; West 321 links; North 90 links; East 321 links to beginning.	
7025	Nauvoo:Kimball:6:25:North/2:	town	Nauvoo	Kimball	6	25					North/2		
7026	Nauvoo:Kimball:6:25::	town	Nauvoo	Kimball	6	25							
7027	Nauvoo:Nauvoo:107:2::	town	Nauvoo	Nauvoo	107	2							
7028	Nauvoo:Nauvoo:134:2::Beginning Southeast corner Lot 2; North 36 feet along East line; West to County road; thence along East line of said road; 36 feet to Southwest corner said Lot; thence to beginning.	town	Nauvoo	Nauvoo	134	2						Beginning Southeast corner Lot 2; North 36 feet along East line; West to County road; thence along East line of said road; 36 feet to Southwest corner said Lot; thence to beginning.	
7029	Nauvoo:Hibbard Second Addition (Herringshaw/Thompson Second Addition):12:1:2 and West/2 :	town	Nauvoo	Hibbard Second Addition (Herringshaw/Thompson Second Addition)	12	1					2 and West/2 		
7030	Nauvoo:Hibbard Second:12:1:East/2:	town	Nauvoo	Hibbard Second	12	1					East/2		
7031	Nauvoo:Kimball:6:25 ::Lot or Acre of land; Part Lot 25 lying on East side of the first street East of Hibbard´s land and adjoining John D. Lee´s Lot that he purchased of S. Bozorth.	town	Nauvoo	Kimball	6	25 						Lot or Acre of land; Part Lot 25 lying on East side of the first street East of Hibbard´s land and adjoining John D. Lee´s Lot that he purchased of S. Bozorth.	
7032	Nauvoo:Kimball:6:25::Commence 233 1/4 links South from Northeast corner Lot 25; South 104 links; West 321 links; North104 links; East 320 3/4 links to beginning.	town	Nauvoo	Kimball	6	25						Commence 233 1/4 links South from Northeast corner Lot 25; South 104 links; West 321 links; North104 links; East 320 3/4 links to beginning.	
7033	Nauvoo:Kimball:6:25::Commence 233 1/4 links South of Northeast corner; thence South 104 links; West 321 links; North 104 links; East 320 3/4 links to beginning.	town	Nauvoo	Kimball	6	25						Commence 233 1/4 links South of Northeast corner; thence South 104 links; West 321 links; North 104 links; East 320 3/4 links to beginning.	
7034	Southeast/4 S10 T4 North R6 West 4th PM: 	plss					4th PM	6 West	4 North	10	Southeast/4		
7035	Southwest/4 S11 T4 North R6 West 4th PM: 	plss					4th PM	6 West	4 North	11	Southwest/4		
7036	Northeast/4 S31 T6 North R4 West 4th PM: 	plss					4th PM	4 West	6 North	31	Northeast/4		
7037	West/2 S25 T3 North R6 West 4th PM: 	plss					4th PM	6 West	3 North	25	West/2		
7038	Northwest/4 S26 T3 North R6 West 4th PM: 	plss					4th PM	6 West	3 North	26	Northwest/4		
7039	Nauvoo:Nauvoo:123:3:Southeast/4:	town	Nauvoo	Nauvoo	123	3					Southeast/4		
7040	Nauvoo:Nauvoo:139:3 and 4::City Hotel deeded to me by S. K. Lawrence, together with brick house and Lot joining West; also Lot joining West of brick house.	town	Nauvoo	Nauvoo	139	3 and 4						City Hotel deeded to me by S. K. Lawrence, together with brick house and Lot joining West; also Lot joining West of brick house.	
7041	Nauvoo:Hibbard:14:2::Commence 3 Rods East from Northwest corner Lot 2; South 5 ½ Rods; East 3 Rods; North 5 ½ Rods; West 3 Rods to beginning; with privilege of getting water from the spring on another Part of said land.	town	Nauvoo	Hibbard	14	2						Commence 3 Rods East from Northwest corner Lot 2; South 5 ½ Rods; East 3 Rods; North 5 ½ Rods; West 3 Rods to beginning; with privilege of getting water from the spring on another Part of said land.	
7042	Nauvoo:Nauvoo:141:4:East 3/4:	town	Nauvoo	Nauvoo	141	4					East 3/4		
7043	Nauvoo:Kimball:2:75::Beginning center Warsaw-Mulholland streets about 84 feet East of Wells Addition; East 124 feet 9 inches; South 113 feet to Nothe boundary of Aaron Johnson Lot; West 124 feet 9 inches to center Warsaw; North 113 feet to beginning.	town	Nauvoo	Kimball	2	75						Beginning center Warsaw-Mulholland streets about 84 feet East of Wells Addition; East 124 feet 9 inches; South 113 feet to Nothe boundary of Aaron Johnson Lot; West 124 feet 9 inches to center Warsaw; North 113 feet to beginning.	
7044	Nauvoo:Kimball:2:75::Beginning center Mulholland Street; 74.75 feet East from center Warsaw and Mulholland streets; East 50 feet; South 113 feet to Nothe boundary Aaron Johnson Lot; West 50 feet; North 113 feet to beginning.	town	Nauvoo	Kimball	2	75						Beginning center Mulholland Street; 74.75 feet East from center Warsaw and Mulholland streets; East 50 feet; South 113 feet to Nothe boundary Aaron Johnson Lot; West 50 feet; North 113 feet to beginning.	
7045	Nauvoo:Kimball:6:32:North/2:Commence 7 ½ Rods East of center Kimball and Rich streets; East 6 Rods to line between Lots 32 and 33; South 11 ½ Rods; West 6 Rods; North 11 ½ Rods to beginning.	town	Nauvoo	Kimball	6	32					North/2	Commence 7 ½ Rods East of center Kimball and Rich streets; East 6 Rods to line between Lots 32 and 33; South 11 ½ Rods; West 6 Rods; North 11 ½ Rods to beginning.	
7046	Southeast/4  S36 T3 North R9 West 4th PM: 	plss					4th PM	9 West	3 North	36	Southeast/4 		160
7047	Northeast/4 Southwest/4 S28 T6 North R8 West 4th PM: 	plss					4th PM	8 West	6 North	28	Northeast/4 Southwest/4		40
7048	undivided half of Southeast/4 S28 T5 North R8 West 4th PM: 	plss					4th PM	8 West	5 North	28	undivided half of Southeast/4		
7049	North Part Southeast/4 Northeast/4  S1 T7 North R7 West 4th PM: 	plss					4th PM	7 West	7 North	1	North Part Southeast/4 Northeast/4 		13 1/3
7050	Nauvoo:Nauvoo:126:1:North/2 South/2:	town	Nauvoo	Nauvoo	126	1					North/2 South/2		
7051	Nauvoo:Nauvoo:126:1:undivided 1/2 South/2:	town	Nauvoo	Nauvoo	126	1					undivided 1/2 South/2		
7052	Nauvoo:Nauvoo:117:1:North/2 South/2:	town	Nauvoo	Nauvoo	117	1					North/2 South/2		
7053	Nauvoo:Nauvoo:117:1:North/2 South/2:	town	Nauvoo	Nauvoo	117	1					North/2 South/2		
7054	Nauvoo:Nauvoo:125:1:South/2 North/2:Life teue on death to peset heirs of Thomas.	town	Nauvoo	Nauvoo	125	1					South/2 North/2	Life teue on death to peset heirs of Thomas.	
7055	Nauvoo:Nauvoo:125:2::Commence Northwest corner South/2 of North/2 of Lot 2; South of Main Street 30 feet; East 55 feet 3 inches; North 30 feet; West 55 feet 3 inches to beginning. 	town	Nauvoo	Nauvoo	125	2						Commence Northwest corner South/2 of North/2 of Lot 2; South of Main Street 30 feet; East 55 feet 3 inches; North 30 feet; West 55 feet 3 inches to beginning. 	
7056	Nauvoo:Nauvoo:121:3::	town	Nauvoo	Nauvoo	121	3							
7057	Nauvoo:Kimball:1:79::Commence center Cutler-Rich streets; East 20 Rods; North 20 Rods; West 8 Rods; South 7 Rods; West 12 Rods to center Rich Street; South to beginning.	town	Nauvoo	Kimball	1	79						Commence center Cutler-Rich streets; East 20 Rods; North 20 Rods; West 8 Rods; South 7 Rods; West 12 Rods to center Rich Street; South to beginning.	
7058	Part Southwest/4 S18 T3 North R9 West 4th PM: Beginning Northeast corner of North/2 of Southwest fractional quarter Section 18; South 150 feet, West to West line said quarter; Northward to Northwest corner said quarter; East to beginning or 150 feet North/South off North end North/2 said Southwest/4.	plss					4th PM	9 West	3 North	18	Part Southwest/4	Beginning Northeast corner of North/2 of Southwest fractional quarter Section 18; South 150 feet, West to West line said quarter; Northward to Northwest corner said quarter; East to beginning or 150 feet North/South off North end North/2 said Southwest/4.	
7059	Nauvoo:Kimball:4:50::Beginning Southeast corner Lot 50; West 4 Rods 7 feet; North 49 feet; East 4 Rods 7 feet; South 49 feet to beginning.	town	Nauvoo	Kimball	4	50						Beginning Southeast corner Lot 50; West 4 Rods 7 feet; North 49 feet; East 4 Rods 7 feet; South 49 feet to beginning.	
7060	Southeast S1 T6 North R8 West 4th PM: 55.92 Acres in Northwest corner Southeast/4 Section 1; subject to mortgage to Jacob Baum for $300.00; 16 (18) Acres in Northeast corner Southeast/4 Section 1. Complicated description.	plss					4th PM	8 West	6 North	1	Southeast	55.92 Acres in Northwest corner Southeast/4 Section 1; subject to mortgage to Jacob Baum for $300.00; 16 (18) Acres in Northeast corner Southeast/4 Section 1. Complicated description.	55.92
7061	Nauvoo:Nauvoo:150:4::50 feet East/West by 58 feet North/South in Southeast corner.	town	Nauvoo	Nauvoo	150	4						50 feet East/West by 58 feet North/South in Southeast corner.	
7062	Nauvoo:Worthington:3:1 and 2::	town	Nauvoo	Worthington	3	1 and 2							
7063	Nauvoo:Worthington:4:1, 2, 3, 4, 5, and 6::	town	Nauvoo	Worthington	4	1, 2, 3, 4, 5, and 6							
7064	Nauvoo:Worthington:5:1, 2, and 3::	town	Nauvoo	Worthington	5	1, 2, and 3							
7065	Nauvoo:Worthington:6:1 and 2::	town	Nauvoo	Worthington	6	1 and 2							
7066	Nauvoo:Worthington:3:1::	town	Nauvoo	Worthington	3	1							
7067	Nauvoo:Worthington:4:1 and 2::	town	Nauvoo	Worthington	4	1 and 2							
7068	West/2 Southwest S22 T7 North R8 West 4th PM: 	plss					4th PM	8 West	7 North	22	West/2 Southwest		
7069	Northwest/4 Southwest/4 S13 T6 North R6 West 4th PM: 	plss					4th PM	6 West	6 North	13	Northwest/4 Southwest/4		40
7070	East 60 Acres of Northeast/4 S33 T7 North R8 West 4th PM: 	plss					4th PM	8 West	7 North	33	East 60 Acres of Northeast/4		60
7071	from East side Northeast/4 S33 T7 North R8 West 4th PM: 	plss					4th PM	8 West	7 North	33	from East side Northeast/4		60
7072	Nauvoo:Nauvoo:118:4::Commence 33 feet 3 inches from Northeast corner Lot 4 on East side; West whole length of Lot; South 30 feet 3 inches; East to East line; North 30 feet 3 inches to beginning.	town	Nauvoo	Nauvoo	118	4						Commence 33 feet 3 inches from Northeast corner Lot 4 on East side; West whole length of Lot; South 30 feet 3 inches; East to East line; North 30 feet 3 inches to beginning.	
7073	Northwest/4 Northeast/4 Northwest/4 S32 T7 North R8 West 4th PM: 	plss					4th PM	8 West	7 North	32	Northwest/4 Northeast/4 Northwest/4		
7074	Nauvoo:Nauvoo:125:4::	town	Nauvoo	Nauvoo	125	4							
7075	Nauvoo:Nauvoo:105:3 and 4::	town	Nauvoo	Nauvoo	105	3 and 4							
7076	Nauvoo:Nauvoo:118:1 and 4::Nauvoo Block 105; ½ of Lot 4, Block 107; ½ of Lot 4 Block 120; ½ Lot 3 Block 141; ½ of Lots 1 and 4 Block 20 Hibbard Second Addition.	town	Nauvoo	Nauvoo	118	1 and 4						Nauvoo Block 105; ½ of Lot 4, Block 107; ½ of Lot 4 Block 120; ½ Lot 3 Block 141; ½ of Lots 1 and 4 Block 20 Hibbard Second Addition.	
7077	Nauvoo:Kimball:4:52::North of White; West of Fullmer.	town	Nauvoo	Kimball	4	52						North of White; West of Fullmer.	
7078	Nauvoo:Kimball:2:55 and 56::All Lot 55 South of Ripley except that deeded Lydia Fleming; all Lot 56 South of Ripley; West of Fullmer except owned by Conrad Grenold	town	Nauvoo	Kimball	2	55 and 56						All Lot 55 South of Ripley except that deeded Lydia Fleming; all Lot 56 South of Ripley; West of Fullmer except owned by Conrad Grenold	
7079	Nauvoo:Kimball:4:52::North of White West of Fullmer 	town	Nauvoo	Kimball	4	52						North of White West of Fullmer 	
7080	Nauvoo:Kimball:2:55 and 56::South of Ripley except Lydia Flemming land; Lot 56 South of Ripley; West of Fulmer; except Conrad Grenald tract	town	Nauvoo	Kimball	2	55 and 56						South of Ripley except Lydia Flemming land; Lot 56 South of Ripley; West of Fulmer; except Conrad Grenald tract	
7081	Northeast/4 S36 T7 North R9 West 4th PM: Commence middle of Harrison Street 31 ½ Rods from West line of Northeast/4 Section 36; North 23 ½ Rods; East 28 ½ Rods; South 23 ½ Rods; West 28 ½ Rods to beginning.	plss					4th PM	9 West	7 North	36	Northeast/4	Commence middle of Harrison Street 31 ½ Rods from West line of Northeast/4 Section 36; North 23 ½ Rods; East 28 ½ Rods; South 23 ½ Rods; West 28 ½ Rods to beginning.	4
7082	Northeast/4 S36 T7 North R9 West 4th PM: Commence middle Harrison Street 31 ½ Rods from West line of Northeast/4 Section 36; North 23 ½ Rods; East 28 ½ Rods; South 23 ½ rod; West 28 ½ Rods to beginning.	plss					4th PM	9 West	7 North	36	Northeast/4	Commence middle Harrison Street 31 ½ Rods from West line of Northeast/4 Section 36; North 23 ½ Rods; East 28 ½ Rods; South 23 ½ rod; West 28 ½ Rods to beginning.	
7083	Nauvoo:Nauvoo:121:4::Commence 50 feet East of Southwest corner Lot 4; thence 96 feet East; North 11 Rods to North line; West 96 feet; South to beginning.	town	Nauvoo	Nauvoo	121	4						Commence 50 feet East of Southwest corner Lot 4; thence 96 feet East; North 11 Rods to North line; West 96 feet; South to beginning.	
7084	Nauvoo:Kimball:3:4 and 5::	town	Nauvoo	Kimball	3	4 and 5							
7085	part Northwest/4 Northwest/4 S34 T7 North R8 West 4th PM: Beginning Northwest corner said quarter; South 80 Rods; East 67 Rods 47 links; North to North line; West to beginning.	plss					4th PM	8 West	7 North	34	part Northwest/4 Northwest/4	Beginning Northwest corner said quarter; South 80 Rods; East 67 Rods 47 links; North to North line; West to beginning.	35
7086	Southwest/4 Southeast/4 S31 T4 North R5 West 4th PM: 	plss					4th PM	5 West	4 North	31	Southwest/4 Southeast/4		40
7087	30 Acres of West side Northwest/4 Southwest/4 S5 T5 North R6 West 4th PM: 	plss					4th PM	6 West	5 North	5	30 Acres of West side Northwest/4 Southwest/4		30
7088	Nauvoo:Wells:15:3:East/4:	town	Nauvoo	Wells	15	3					East/4		
7089	Nauvoo:Wells:15:3:East/4:	town	Nauvoo	Wells	15	3					East/4		
7090	Nauvoo:Kimball:8:36, 37, and 40::	town	Nauvoo	Kimball	8	36, 37, and 40							
7091	Nauvoo:Kimball:4:53::Commence 13 Rods 7 1/2 feet North of Southwest corner Lot 53; North to center Hotchkiss Street; East to center Warsaw Street; South to within 13 Rods 7 1/2 feet of Southeast corner; West to beginning.	town	Nauvoo	Kimball	4	53						Commence 13 Rods 7 1/2 feet North of Southwest corner Lot 53; North to center Hotchkiss Street; East to center Warsaw Street; South to within 13 Rods 7 1/2 feet of Southeast corner; West to beginning.	
